ICDec,ICRA,ICsigmaR,ICtime,ICmsec
51.4687,61.8557,1.58708,2016-01-20 00:34:37,560063
33.3623,322.008,0.880054,2016-01-05 14:57:56,878642
5.69886,162.41,0.435298,2016-01-14 14:39:05,968513
26.3021,291.023,1.79191,2016-01-11 01:42:52,756166
68.4255,183.622,1.61773,2016-01-02 13:30:56,64266
54.5937,130.509,4.50571,2016-01-31 19:08:57,649197
0.766224,114.127,1.15152,2016-01-04 19:01:22,831513
0.602422,319.206,0.803387,2016-01-17 06:41:43,976406
15.1981,86.6341,0.67491,2016-01-26 18:21:48,813207
87.8069,82.1399,1.06414,2016-01-03 04:34:34,72976
14.4916,275.416,0.297614,2016-01-05 12:44:15,216681
43.4157,37.2933,0.912257,2016-01-01 02:00:33,55563
0.428457,134.054,3.27991,2016-01-30 03:30:49,920294
58.1035,147.209,0.575237,2016-01-03 11:24:24,75362
80.3682,309.128,0.682432,2016-01-27 14:59:19,845119
16.3539,249.879,1.13426,2016-01-09 01:47:58,223044
64.5191,230.839,1.66612,2016-01-13 07:06:38,165066
87.0803,333.997,2.23398,2016-01-13 05:23:32,803645
87.7104,265.116,2.26122,2016-01-13 19:57:17,452638
46.7715,79.845,2.40087,2016-01-31 07:34:09,851517
34.8445,150.892,2.26013,2016-01-20 11:32:16,491614
34.7469,327.741,1.89106,2016-01-25 07:57:10,907912
20.5592,273.871,1.57791,2016-01-21 22:31:05,613963
21.6175,250.548,1.03711,2016-01-22 11:35:28,88769
39.1422,301.625,0.775318,2016-01-07 20:35:17,819175
40.3935,325.231,0.482643,2016-01-31 21:36:12,874537
19.9335,111.688,1.84811,2016-01-10 12:59:51,390476
43.0117,318.219,0.829161,2016-01-21 18:09:04,197874
74.8148,324.802,4.44618,2016-01-18 14:07:30,476534
75.7782,160.7,1.64015,2016-01-07 13:51:45,543476
47.8483,18.0176,0.914068,2016-01-27 05:17:31,612552
47.55,356.49,0.885641,2016-01-12 02:25:51,587812
78.4639,34.7952,2.23818,2016-01-12 12:44:30,337261
34.7228,187.322,1.17928,2016-01-27 13:00:08,391860
25.8238,194.099,1.06631,2016-01-11 01:28:26,588077
73.5645,134.558,1.00295,2016-01-31 06:56:04,95237
60.3258,199.858,0.655154,2016-01-24 03:22:19,170895
73.2158,285.332,1.83808,2016-01-28 12:01:26,596275
68.8637,105.051,1.00796,2016-01-23 03:41:14,146579
58.5861,296.051,0.432372,2016-01-27 10:47:11,363769
78.0902,289.569,0.855386,2016-01-03 05:40:16,857358
30.9516,346.75,1.35671,2016-01-18 06:31:26,737903
48.3462,105.359,0.876661,2016-01-09 04:26:54,21638
34.9264,264.933,1.74877,2016-01-14 16:01:45,578571
17.394,208.563,0.846952,2016-01-22 08:38:09,548349
42.4868,113.528,2.85627,2016-01-07 06:06:27,417166
7.30549,8.59381,1.09142,2016-01-25 03:10:44,35661
26.8989,182.141,1.78556,2016-01-23 03:45:13,94431
28.7564,263.277,5.81959,2016-01-05 12:05:16,385472
60.9457,35.6012,2.17223,2016-01-13 14:00:34,765668
24.9199,58.9571,3.58923,2016-01-23 04:09:54,961807
71.7924,99.5341,0.697104,2016-01-06 18:37:51,345211
2.90351,131.782,4.23119,2016-01-17 22:15:40,443073
30.7167,130.492,0.783597,2016-01-16 04:34:55,384605
7.92291,265.596,1.20171,2016-01-20 10:41:14,124877
41.033,195.621,2.84039,2016-01-12 10:34:28,680087
84.1951,246.672,2.40133,2016-01-23 05:27:24,186374
29.2853,18.0007,1.22152,2016-01-14 18:08:11,640153
10.4615,205.79,2.14761,2016-01-22 02:47:45,114709
4.14951,164.238,1.40268,2016-01-15 04:17:22,666667
28.9035,33.1573,1.96395,2016-01-15 21:04:02,158424
1.97968,44.8707,0.676537,2016-01-08 02:08:44,552785
14.9548,350.235,0.880671,2016-01-22 09:53:51,961685
19.2359,42.8557,0.159792,2016-01-13 09:25:11,506876
87.8632,179.401,0.556057,2016-01-25 12:14:01,661375
65.4415,53.6374,2.45799,2016-01-19 01:50:22,266970
76.145,69.856,2.03513,2016-01-04 23:42:10,438470
27.1317,262.423,2.01514,2016-01-25 14:41:14,407175
73.5269,331.102,1.97864,2016-01-03 06:54:54,782434
4.23879,341.252,0.442954,2016-01-13 17:20:17,611353
34.6676,256.847,1.27083,2016-01-11 14:38:15,317150
64.6478,116.633,0.28269,2016-01-20 11:32:10,756741
68.0184,123.741,0.418926,2016-01-08 15:11:18,787273
25.7447,220.852,6.23057,2016-01-28 14:21:31,384706
12.4202,127.924,1.38238,2016-01-10 12:02:05,369600
42.611,163.451,3.55944,2016-01-27 06:30:49,611788
14.1872,131.224,1.05858,2016-01-11 02:51:16,493451
22.4258,183.383,2.26013,2016-01-30 15:08:04,350521
38.7543,10.2994,0.489027,2016-01-10 04:41:28,891513
56.0208,302.059,1.2904,2016-01-01 20:40:55,689977
84.9167,130.167,1.22628,2016-01-03 21:53:48,144218
51.6982,71.001,0.777333,2016-01-10 07:33:08,373700
49.876,222.058,1.27072,2016-01-24 22:42:32,833173
29.5348,120.905,1.48445,2016-01-23 18:50:44,358523
0.385217,113.176,3.36305,2016-01-17 05:51:31,146534
34.5766,322.569,1.07264,2016-01-02 00:53:39,785663
41.2772,281.949,1.34875,2016-01-23 22:01:03,181829
11.3835,325.237,0.949378,2016-01-10 04:46:15,804071
61.7876,333.534,0.189288,2016-01-31 06:54:07,193643
29.0653,4.4304,0.930939,2016-01-24 16:10:30,277768
58.5938,106.021,1.1802,2016-01-31 03:15:25,795965
5.07559,174.974,0.78713,2016-01-12 07:29:40,96905
44.3911,197.552,0.910776,2016-01-24 08:47:45,440737
74.1533,156.948,1.30432,2016-01-20 04:43:44,476109
28.2165,176.238,1.77351,2016-01-21 04:28:30,775300
20.2098,119.422,1.85928,2016-01-22 04:43:41,396764
73.1638,325.503,2.68599,2016-01-30 01:11:37,206881
14.6005,153.924,0.914517,2016-01-03 18:18:32,909320
9.79904,234.821,0.93215,2016-01-31 17:47:04,70257
83.212,267.892,1.94857,2016-01-31 20:44:55,708210
33.7013,322.157,4.22695,2016-01-30 04:45:46,549910
52.8727,197.465,1.79818,2016-01-27 06:46:42,101824
21.7167,173.448,0.581022,2016-01-31 21:52:43,627122
46.6318,262.588,0.407366,2016-01-14 13:38:32,742932
48.2546,5.56729,0.558604,2016-01-26 10:29:42,288370
62.5278,287.104,1.87374,2016-01-06 04:20:28,726767
72.3238,310.092,1.09458,2016-01-31 02:39:16,980855
31.5561,83.903,1.64012,2016-01-25 23:06:01,544703
30.636,277.873,1.27291,2016-01-15 03:17:11,858421
15.5762,352.661,4.14514,2016-01-23 16:01:05,798945
85.2071,196.408,3.84462,2016-01-01 19:44:02,122229
78.811,119.58,2.98424,2016-01-13 21:37:37,156086
68.2679,299.609,0.530963,2016-01-15 03:15:10,458260
45.5382,354.312,1.59711,2016-01-22 05:54:09,434003
23.9627,122.897,1.67612,2016-01-19 12:53:35,792300
81.7031,93.7013,1.30776,2016-01-09 21:06:30,210979
72.9512,267.761,1.43751,2016-01-23 16:58:41,732041
77.2464,237.615,0.931627,2016-01-14 12:32:39,695875
47.1343,182.634,0.394622,2016-01-26 01:18:07,602903
10.2366,138.229,2.40073,2016-01-12 21:58:21,299605
48.7596,48.6082,1.45608,2016-01-22 16:37:54,493118
60.042,203.707,0.788242,2016-01-10 18:31:33,306553
67.0276,221.692,2.06369,2016-01-13 07:49:16,404029
27.5947,202.143,0.646401,2016-01-09 05:57:00,972616
22.9505,19.8915,0.869602,2016-01-12 03:29:33,160854
32.7028,30.9661,1.89331,2016-01-11 19:00:03,523279
37.6613,50.946,1.87731,2016-01-14 07:09:52,909941
58.6441,213.365,1.04821,2016-01-02 15:16:08,678294
24.3449,16.4877,2.3549,2016-01-08 19:25:14,381394
78.4551,336.273,0.454551,2016-01-10 18:34:35,206576
71.704,198.547,1.10966,2016-01-21 12:37:36,789804
35.0176,137.196,1.60711,2016-01-30 02:36:48,364880
25.765,340.085,2.73132,2016-01-28 18:53:58,24024
20.8139,342.891,0.742566,2016-01-09 18:50:32,44774
62.4039,27.005,1.43295,2016-01-04 15:51:40,741161
55.57,209.169,1.56143,2016-01-23 10:52:58,862821
31.9019,278.418,0.905362,2016-01-22 15:45:25,665163
6.60514,315.33,1.8653,2016-01-13 22:42:49,731486
62.3694,15.1293,2.97027,2016-01-27 00:34:22,376852
88.3339,221.836,1.87466,2016-01-04 17:35:00,857443
69.6213,161.544,1.53692,2016-01-18 21:23:21,760566
43.0993,45.9484,3.13245,2016-01-14 21:39:52,59963
28.6946,282.815,1.23068,2016-01-21 22:32:56,774249
35.0857,319.215,2.39131,2016-01-11 22:24:12,304827
10.2175,261.05,1.03895,2016-01-16 05:51:53,251261
13.326,67.4286,1.21053,2016-01-18 08:53:40,23467
62.4181,214.945,0.659512,2016-01-06 11:56:36,303151
15.4707,54.6555,1.84616,2016-01-17 17:06:29,9661
4.80105,268.642,2.22917,2016-01-11 20:11:00,415403
69.3784,22.9108,1.0879,2016-01-28 09:25:37,583263
88.3006,245.644,2.34629,2016-01-01 07:49:51,885574
30.0091,213.755,0.795798,2016-01-08 01:33:30,189667
16.3777,139.892,2.05972,2016-01-03 20:32:03,388301
61.4505,351.932,0.957347,2016-01-25 00:07:42,525607
4.04542,196.478,2.58617,2016-01-14 21:07:54,356192
29.4506,218.369,1.28264,2016-01-25 09:27:09,704682
29.0704,6.39124,1.40027,2016-01-14 22:53:18,40736
76.7175,202.702,2.19687,2016-01-04 22:36:58,204483
86.1468,101.952,1.28048,2016-01-20 17:56:37,220582
57.9352,128.442,1.05458,2016-01-09 11:26:34,837707
14.0732,85.1532,1.27927,2016-01-26 07:14:42,490839
21.3548,219.805,0.735822,2016-01-25 13:12:44,814122
9.7448,232.664,0.653463,2016-01-29 02:46:05,13453
3.97989,33.3099,1.8158,2016-01-10 03:28:45,797553
13.5507,15.3794,0.455893,2016-01-19 12:21:46,889356
29.6338,241.844,1.78193,2016-01-12 00:23:06,113110
80.0808,47.707,0.908687,2016-01-05 05:00:32,156510
41.9484,104.958,2.22631,2016-01-11 13:40:23,978781
0.170663,259.161,2.07789,2016-01-14 00:22:05,880628
38.7412,178.298,0.710571,2016-01-31 17:26:55,597382
82.8872,283.705,1.3466,2016-01-13 03:50:25,619306
41.5066,7.61256,0.49054,2016-01-27 20:18:22,347904
50.8652,173.622,2.74365,2016-01-31 04:47:09,82534
67.4718,172.748,1.3431,2016-01-24 04:32:01,152670
47.1767,27.1423,3.52737,2016-01-23 20:41:31,423602
59.5614,244.764,3.7337,2016-01-26 03:05:35,526065
16.3699,136.713,0.25311,2016-01-17 00:26:41,699116
78.0736,358.624,0.460021,2016-01-08 03:46:07,97204
82.7775,345.139,2.1896,2016-01-21 08:17:45,471971
1.18457,270.183,0.408251,2016-01-28 00:34:56,604401
19.9142,115.182,1.04977,2016-01-30 20:21:03,585730
83.5559,6.80163,4.46502,2016-01-15 08:31:51,512107
45.5272,210.794,2.0917,2016-01-07 21:42:38,560162
1.93174,12.9682,0.655912,2016-01-20 03:16:31,720901
86.5258,185.867,0.854949,2016-01-07 07:37:11,239594
56.3889,185.77,3.76743,2016-01-26 10:53:09,599229
47.9953,354.921,0.594137,2016-01-31 11:27:12,216305
47.2174,317.39,1.67729,2016-01-23 21:15:11,398424
35.8603,247.525,1.03524,2016-01-01 01:20:47,334299
77.3723,153.998,1.52323,2016-01-16 11:21:05,390974
77.1223,277.964,3.55417,2016-01-19 05:55:32,93597
18.5368,316.257,0.681937,2016-01-23 06:36:34,932898
36.5895,271.554,1.55361,2016-01-05 09:20:36,544866
49.2574,88.4483,0.362826,2016-01-22 10:16:19,860155
30.8899,236.728,1.13436,2016-01-01 22:30:00,157015
64.3653,201.66,2.47263,2016-01-29 17:06:16,554314
5.84055,214.411,18.4974,2016-01-23 00:42:19,861151
42.7307,13.1555,0.330736,2016-01-16 07:04:51,992361
68.2665,125.242,0.214009,2016-01-08 02:20:09,874217
72.9105,346.016,5.65421,2016-01-01 21:59:43,103949
61.9711,57.4008,1.41305,2016-01-01 21:02:37,544896
15.4679,102.004,2.7092,2016-01-20 11:26:59,280802
2.37371,282.079,0.577518,2016-01-03 09:03:04,597001
4.46694,265.486,2.25306,2016-01-13 13:51:37,622563
78.8028,140.589,1.9919,2016-01-12 13:36:25,396687
50.8688,154.0,2.3045,2016-01-08 14:56:19,211654
76.8415,55.9519,1.2051,2016-01-15 01:40:48,62913
59.1026,34.146,1.94226,2016-01-09 20:57:36,715830
70.7368,313.991,1.16415,2016-01-25 11:05:27,638065
52.4135,127.691,2.48098,2016-01-17 19:08:02,927335
13.2321,326.008,0.685558,2016-01-24 15:26:38,166936
20.9708,142.717,2.46557,2016-01-27 05:57:41,657750
70.2072,35.5507,0.333745,2016-01-04 21:01:26,844067
26.8468,350.902,1.93714,2016-01-11 15:09:05,890494
57.4866,226.084,0.890782,2016-01-07 19:48:36,666956
65.5848,36.4095,1.79626,2016-01-28 03:24:52,746049
54.4441,273.362,0.734827,2016-01-10 07:49:43,307772
23.288,18.0851,3.67537,2016-01-26 20:28:13,819206
85.8768,203.987,0.371288,2016-01-02 11:01:33,723891
59.6334,194.883,0.870047,2016-01-11 18:10:00,865204
81.0084,265.087,0.805652,2016-01-19 21:59:34,964875
29.6912,222.007,0.562425,2016-01-29 03:08:35,473843
29.3651,247.335,2.254,2016-01-21 06:01:24,120928
41.5604,203.906,1.85398,2016-01-19 16:57:45,563910
13.5773,200.527,3.10455,2016-01-18 13:39:12,52286
78.5659,330.95,1.07608,2016-01-18 07:59:22,640925
6.18091,245.336,0.733146,2016-01-05 20:07:09,164780
43.2365,82.781,1.23766,2016-01-13 01:36:57,11410
14.6829,121.644,1.24235,2016-01-10 07:56:09,499213
34.9564,31.2114,0.67834,2016-01-15 10:55:13,671971
22.4905,243.946,0.51446,2016-01-09 08:23:51,31874
75.8384,294.016,1.19083,2016-01-28 13:08:35,688827
3.5875,208.864,0.901611,2016-01-29 04:01:22,424214
5.59528,140.067,0.951145,2016-01-31 15:49:31,886593
58.9041,41.8854,2.42473,2016-01-25 12:56:39,155184
45.5363,113.727,0.754206,2016-01-28 04:23:12,661250
80.8815,316.507,0.510962,2016-01-29 16:29:46,992412
71.9547,257.088,0.868312,2016-01-06 23:03:17,556626
22.7994,223.089,0.842284,2016-01-29 02:23:01,956475
17.0158,214.106,1.38583,2016-01-06 02:58:02,11259
81.4485,186.083,0.809349,2016-01-16 12:39:34,656310
29.2608,11.0046,2.03172,2016-01-05 06:38:08,281557
63.974,253.991,1.38892,2016-01-20 12:42:47,522904
18.6602,316.57,1.85691,2016-01-11 10:45:13,724104
10.7647,238.152,1.02251,2016-01-04 09:07:12,339886
57.5713,167.885,2.35311,2016-01-11 21:14:27,849104
52.3049,162.529,0.193908,2016-01-13 21:08:58,216767
75.8543,308.196,1.16508,2016-01-17 04:39:17,159247
46.874,38.7724,0.923415,2016-01-06 12:29:42,282342
65.0061,324.954,0.7718,2016-01-09 11:40:59,340450
1.43419,73.4527,0.772909,2016-01-16 07:47:04,528346
83.2258,261.938,1.52789,2016-01-08 14:17:05,210872
81.4735,79.618,2.39978,2016-01-04 20:35:59,689440
6.72487,333.748,2.96208,2016-01-16 07:05:36,659405
42.7698,127.749,2.01847,2016-01-16 23:23:35,83106
87.6119,81.6645,1.68837,2016-01-24 07:05:57,783159
38.2291,234.922,1.18575,2016-01-16 22:51:40,315344
59.6382,276.832,2.58909,2016-01-24 19:03:14,234643
77.6576,175.826,0.408783,2016-01-07 02:13:21,438775
48.2877,39.4327,0.317138,2016-01-09 00:48:39,981080
7.35708,131.591,0.627034,2016-01-20 05:48:34,164046
19.3161,357.78,0.412831,2016-01-15 23:31:33,720841
25.0924,143.983,1.71458,2016-01-14 16:58:16,545580
52.5598,346.568,1.43839,2016-01-02 19:51:02,362252
7.92358,125.355,2.76991,2016-01-08 20:33:27,533176
13.0059,193.44,0.355003,2016-01-18 09:17:23,434570
78.0379,100.689,1.50989,2016-01-17 09:38:47,33014
77.1768,280.617,0.874819,2016-01-03 19:46:55,177367
69.5753,5.97821,4.42452,2016-01-30 17:05:15,824145
41.237,252.401,3.33296,2016-01-21 16:50:01,124901
82.3989,205.407,1.29619,2016-01-17 00:36:41,709368
69.2472,23.2303,1.37897,2016-01-10 12:48:09,365403
43.6122,164.722,0.637343,2016-01-07 17:00:42,837441
44.8187,309.15,0.374265,2016-01-08 00:52:30,596167
7.49438,175.905,1.36248,2016-01-23 20:04:16,960214
88.0208,61.8457,1.14402,2016-01-21 10:43:59,808751
45.3976,173.873,1.25739,2016-01-13 19:46:44,956011
67.7466,88.1569,1.68703,2016-01-20 15:47:27,951730
24.9116,126.563,1.30322,2016-01-01 15:14:35,606182
21.6367,28.5268,0.728683,2016-01-30 12:56:08,936629
19.6578,52.3985,0.901018,2016-01-25 14:27:18,920924
27.6345,339.415,0.313399,2016-01-05 06:22:56,143728
78.7051,195.167,0.381772,2016-01-10 07:59:50,763119
67.5862,251.181,0.645758,2016-01-15 17:02:38,652869
44.4295,107.736,2.17182,2016-01-03 16:46:09,700666
19.9191,76.9955,0.874622,2016-01-13 06:04:17,53795
24.6293,27.8586,1.42342,2016-01-15 11:14:42,532306
38.7236,13.5618,1.16583,2016-01-22 10:47:17,503631
24.8669,322.231,1.13259,2016-01-18 20:52:54,455878
82.9565,24.6143,2.76213,2016-01-11 19:47:02,426031
52.5663,165.024,0.444213,2016-01-08 18:50:34,80220
0.00603997,239.961,0.883137,2016-01-19 02:37:56,822467
14.1512,230.922,0.404694,2016-01-22 08:26:52,610024
21.0026,336.435,0.925188,2016-01-10 01:30:53,10428
43.7412,167.149,0.807977,2016-01-16 04:36:55,434567
65.1726,254.446,1.74655,2016-01-05 00:35:59,219018
1.09176,235.006,1.30422,2016-01-04 03:23:47,160156
57.2032,12.8565,0.584941,2016-01-19 02:21:41,370578
10.0415,303.369,0.89688,2016-01-02 21:15:35,140131
63.2206,314.1,0.944165,2016-01-30 09:39:59,285947
42.2597,193.641,1.18833,2016-01-26 21:15:05,284056
82.6672,124.621,0.517415,2016-01-04 07:36:36,494150
39.1458,250.984,1.0459,2016-01-03 07:59:37,920293
36.1348,92.2869,1.85228,2016-01-18 17:26:16,422185
20.3387,282.382,2.63083,2016-01-19 09:09:28,843355
82.6998,283.272,1.09152,2016-01-15 11:54:28,164842
11.0101,308.903,0.382086,2016-01-03 12:32:57,552495
15.7495,170.453,0.786126,2016-01-06 00:40:28,538389
43.8057,36.2498,6.47643,2016-01-06 08:43:18,902988
69.1022,120.286,0.293753,2016-01-10 04:02:47,966793
69.9298,154.484,2.20092,2016-01-28 05:26:55,171244
33.1675,114.228,0.270115,2016-01-29 18:07:09,131594
74.6525,150.247,0.805757,2016-01-31 12:02:23,701615
2.10204,234.369,0.754634,2016-01-13 18:37:40,466255
13.8839,119.446,0.497806,2016-01-06 11:08:32,748139
55.3999,110.367,3.06651,2016-01-09 14:28:03,328664
36.1884,17.5329,1.09851,2016-01-16 23:48:34,946573
63.5964,319.81,0.378336,2016-01-31 02:27:29,520935
75.9754,209.254,1.55591,2016-01-12 23:00:44,284665
45.6294,346.093,3.52132,2016-01-08 12:06:10,833551
59.0899,141.956,2.18586,2016-01-19 14:56:18,653137
31.2828,230.209,6.67257,2016-01-05 07:20:54,455831
49.4145,276.539,2.94215,2016-01-08 22:01:55,214939
36.3757,329.963,2.66372,2016-01-02 09:20:25,657773
58.2149,96.4574,0.586855,2016-01-27 22:20:32,867060
12.4152,123.265,0.536151,2016-01-30 04:33:13,303357
35.6402,332.162,1.79495,2016-01-10 20:06:19,636582
6.53985,297.733,1.07845,2016-01-18 23:43:46,334109
70.9083,324.082,1.53228,2016-01-22 12:26:28,978810
23.4803,3.86119,1.16156,2016-01-18 03:52:29,74219
79.2534,174.284,1.41573,2016-01-13 12:47:39,815902
72.8454,300.577,5.89926,2016-01-07 23:42:13,138546
69.3236,193.554,1.31599,2016-01-30 23:26:32,721807
80.5268,85.6479,2.19462,2016-01-01 21:01:31,390182
69.979,229.95,0.582181,2016-01-03 21:05:25,438460
70.8013,254.469,2.45746,2016-01-31 02:50:03,506221
63.0389,105.331,0.247453,2016-01-11 13:37:10,223530
26.8653,353.774,0.334941,2016-01-18 02:40:43,933944
54.7248,319.033,0.508462,2016-01-29 05:37:36,930230
89.1749,50.8737,0.36999,2016-01-15 12:35:00,109078
24.1091,337.476,0.842798,2016-01-25 08:17:27,838961
5.68016,294.587,0.758638,2016-01-31 09:55:06,536747
55.1302,14.5236,0.232009,2016-01-04 21:03:15,242379
0.978896,57.5581,2.13807,2016-01-07 02:52:00,81902
71.8872,128.2,1.05691,2016-01-31 10:31:21,584488
43.1252,209.632,0.820925,2016-01-21 13:15:50,581084
54.237,114.865,1.00525,2016-01-06 03:34:25,126403
65.1152,113.896,2.53862,2016-01-19 08:15:12,592353
71.215,252.221,1.05949,2016-01-03 22:07:15,287756
16.8358,356.28,1.44146,2016-01-27 12:11:56,39236
61.4344,44.646,8.37077,2016-01-12 09:53:50,230703
84.5732,286.586,0.976085,2016-01-22 20:32:42,242468
56.63,130.679,3.92721,2016-01-02 05:06:07,445324
73.5102,22.8223,1.11009,2016-01-04 05:16:29,914206
41.8397,159.216,3.06755,2016-01-29 01:20:17,406962
38.8927,17.5486,1.07361,2016-01-23 03:23:59,576819
65.8732,125.348,1.46343,2016-01-23 02:49:00,28315
64.8411,87.6307,0.768274,2016-01-10 00:55:44,368917
79.3211,131.377,0.859269,2016-01-21 10:25:33,3165
2.225,248.08,0.982809,2016-01-16 23:44:31,499710
75.1955,188.583,0.65495,2016-01-11 13:17:10,178882
61.4014,8.52563,2.70498,2016-01-19 19:26:25,947190
74.8076,312.417,0.69183,2016-01-07 11:01:53,529948
63.6179,337.816,2.04472,2016-01-17 22:58:33,382892
10.7695,177.066,2.20432,2016-01-22 07:26:09,173457
26.5697,320.485,0.828065,2016-01-23 01:28:36,288410
16.3107,169.884,0.542827,2016-01-04 00:39:27,117518
83.9908,305.398,5.35188,2016-01-26 01:17:35,830494
48.4179,183.695,1.0795,2016-01-21 07:00:07,621367
46.7008,117.7,3.93129,2016-01-24 17:49:22,659126
21.9861,54.516,0.909749,2016-01-11 13:12:55,567198
63.424,5.26071,4.15815,2016-01-18 20:48:51,341076
0.997047,122.877,1.37009,2016-01-31 04:13:33,762534
26.6713,188.264,0.79306,2016-01-09 17:38:00,29710
31.4353,175.546,0.935755,2016-01-08 18:29:19,279705
10.842,53.4451,0.496581,2016-01-25 18:55:45,45656
83.8428,121.346,3.37853,2016-01-22 12:55:31,886259
55.7805,343.522,0.583813,2016-01-28 17:39:09,35526
88.5298,42.4686,2.04487,2016-01-08 05:46:56,558035
43.3983,175.282,0.943888,2016-01-23 15:29:47,424018
3.75204,30.8078,3.07779,2016-01-24 09:52:04,317505
59.0469,81.3571,8.6759,2016-01-05 22:42:49,199337
50.7596,264.353,0.666075,2016-01-26 10:15:26,754784
61.121,262.926,3.06732,2016-01-18 15:20:54,826657
59.4976,207.107,1.02527,2016-01-05 05:28:42,853910
35.5946,322.878,1.23971,2016-01-28 00:45:21,28839
4.90041,6.09512,1.7745,2016-01-30 00:11:05,631823
89.9639,184.384,0.526286,2016-01-26 12:08:37,771741
35.1421,13.1153,1.35253,2016-01-07 02:38:28,111196
51.6568,5.22357,0.649384,2016-01-10 16:03:14,342782
84.963,29.0188,1.47591,2016-01-11 00:35:35,666756
71.4636,47.7295,0.750116,2016-01-18 11:42:34,472061
18.4408,353.515,0.915117,2016-01-31 10:17:46,654913
83.8693,321.913,0.651147,2016-01-02 15:56:23,955563
22.676,289.614,0.619063,2016-01-26 11:52:06,158275
16.2221,116.212,2.97315,2016-01-22 08:44:14,378683
88.2199,146.636,0.975523,2016-01-15 11:08:04,841853
20.7111,143.252,0.624852,2016-01-16 16:31:55,521825
84.0631,321.38,1.32264,2016-01-02 18:51:53,544209
28.2407,5.45981,0.70996,2016-01-13 19:52:10,512013
8.06035,223.761,0.484687,2016-01-07 02:11:50,580148
71.952,130.86,2.73368,2016-01-06 21:24:25,954312
58.9022,20.5229,0.487677,2016-01-14 04:24:22,791611
48.1844,303.299,0.484797,2016-01-31 01:27:49,560746
55.9318,165.235,0.894719,2016-01-30 17:26:17,299410
64.6307,311.442,2.05532,2016-01-19 09:26:20,711068
32.3401,240.369,0.933062,2016-01-14 06:51:08,731783
66.5373,305.407,2.24267,2016-01-21 20:34:34,830022
52.1053,192.39,4.02918,2016-01-06 12:16:29,540963
4.26501,177.953,1.02098,2016-01-12 23:54:23,408543
28.6708,192.44,1.16283,2016-01-24 04:29:43,646469
24.7391,298.183,5.18005,2016-01-05 12:37:30,704042
53.8752,284.438,0.666727,2016-01-11 02:49:18,404661
73.7391,100.85,5.27956,2016-01-08 05:36:03,23517
18.7054,165.349,0.59514,2016-01-27 12:56:38,568563
70.2842,101.624,0.543945,2016-01-24 15:01:43,420154
68.5292,304.776,3.06961,2016-01-29 17:51:27,38911
23.6958,324.581,0.500639,2016-01-18 09:08:34,781087
37.3672,44.7165,0.731336,2016-01-09 09:41:55,174777
63.1586,78.2284,1.3459,2016-01-03 21:23:34,953061
44.038,76.1224,1.4038,2016-01-07 09:27:30,837544
80.0579,116.309,1.58056,2016-01-28 21:24:36,154536
41.9532,173.82,0.423298,2016-01-16 09:07:27,875234
49.6364,143.443,2.81404,2016-01-17 20:55:08,85701
41.0059,37.0236,2.63768,2016-01-25 03:43:36,99391
16.8928,144.777,0.763184,2016-01-31 06:35:10,516760
71.3946,102.007,0.273973,2016-01-22 16:30:46,701008
58.0477,170.101,1.59452,2016-01-30 13:15:40,225724
2.99283,75.6561,0.62393,2016-01-13 18:19:59,230674
74.1095,265.677,0.788683,2016-01-13 16:06:52,518190
23.1425,75.7221,2.4644,2016-01-04 23:25:59,425911
74.037,256.564,1.09907,2016-01-31 03:57:02,471020
87.5652,338.211,0.568554,2016-01-13 20:00:55,528618
80.6757,343.052,0.804137,2016-01-18 18:34:46,482158
8.19265,339.505,0.684055,2016-01-23 08:09:44,697821
16.6642,272.744,0.834174,2016-01-01 16:36:03,82491
60.3768,35.0286,2.3866,2016-01-21 10:04:39,87773
31.5342,44.6003,1.35391,2016-01-13 01:06:40,967317
14.3586,282.239,0.500573,2016-01-17 04:24:28,205844
19.2091,205.769,1.42503,2016-01-27 02:05:31,987276
27.1901,149.465,1.17166,2016-01-01 02:57:58,993125
45.3494,162.721,0.595482,2016-01-17 07:59:54,557051
85.4896,9.04785,1.80328,2016-01-03 16:10:05,913819
55.1316,322.657,2.75103,2016-01-15 10:30:13,178135
65.3028,159.285,2.81318,2016-01-13 09:11:46,446704
11.6173,342.856,0.790942,2016-01-18 19:30:43,227323
67.6218,200.214,1.70375,2016-01-22 14:59:20,995847
53.5745,203.727,1.19287,2016-01-21 05:32:21,332999
24.5484,36.0954,1.33197,2016-01-04 23:53:25,467216
25.0181,51.9224,1.15934,2016-01-06 06:04:30,752802
47.4003,100.237,1.88101,2016-01-12 23:00:40,362067
83.9398,247.583,1.24232,2016-01-18 23:39:04,307696
29.5325,301.705,1.14188,2016-01-10 13:14:14,761473
85.453,93.6217,1.26631,2016-01-29 15:30:55,423954
35.5936,177.774,0.434377,2016-01-08 22:32:48,644517
80.4296,305.507,3.68436,2016-01-02 20:09:20,328546
47.5549,331.296,1.37055,2016-01-26 06:29:04,481795
44.0277,79.179,1.17712,2016-01-11 01:03:09,147037
3.60018,345.425,2.04266,2016-01-05 08:44:14,345258
67.754,287.859,1.62317,2016-01-06 02:21:42,638417
28.8543,278.607,0.331406,2016-01-13 22:52:27,364679
50.0574,0.0147685,0.703131,2016-01-16 04:20:55,428588
68.1054,66.0691,1.01706,2016-01-22 22:15:46,308814
